,month,well_name,bhp,bht,dp_tubing,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,whp,wht,choke_size_percentage,oil_rate,prod_hrs,oil_vol,gas_vol,water_vol
118,August 2012,5351,230.56329300347224,101.92327956597222,198.13367616319442,14.761338576388889,99.99991567708334,32.42961684027778,86.40143614583333,3.1018446180555554,1040.6091666666666,31380.402445,3324579.06,482977999.97999996,2818250.3550000004
119,September 2012,5351,224.947358178201,101.93103463787554,178.16493762204937,22.17983766854435,57.83870833333333,46.78242055615165,66.55050753934191,13.918746858458512,1477.5965665236051,31410.227445,3326234.14,483223981.00999993,2821168.5450000004
120,October 2012,5351,231.71470720560606,102.06706476480491,191.9646692906892,21.430568208712177,68.06722010833333,39.75003791491687,84.17218411332767,9.530932863704649,1303.610216938188,32020.402445,3360178.16,488379038.85999995,2881229.9250000003
121,November 2012,5351,241.37880630880616,101.58133334988179,201.93941665794918,22.739124137263595,51.64039270833334,39.439389650856974,87.33497169680851,9.704846338504728,1164.3886666666667,32740.402445,3395109.8200000003,493864724.16999996,2968456.5650000004
122,December 2012,5351,242.9771741960076,101.48156784840847,206.80641247933832,22.723037864666814,58.26342751344086,36.1707617166693,86.28768996772125,6.882909828201928,1008.0867826034167,33451.402434999996,3425232.7100000004,498719613.21,3061980.0250000004
123,January 2013,5351,241.81487834234156,101.18352090053763,208.31236339553305,22.44050413749714,75.27015041666667,33.50251494680851,87.37555892044155,4.345719722460535,973.7032258064515,34195.402434999996,3455417.5100000002,503554330.40999997,3161764.4550000005
124,February 2013,5351,242.42142044042254,101.09426981489483,209.9647215159735,22.04708067979134,96.2487365625,32.45669892444901,87.40823947415721,3.390293488549439,955.0461260805647,34863.319104999995,3482013.04,507750662.26,3253885.0450000004
125,March 2013,5351,244.7821265179813,101.003245304626,210.33735149101787,21.308676206307634,70.79188773282341,34.444775026963455,85.03078985941555,5.806472236236797,860.5278084623596,35371.620774999996,3500829.56,510534455.05,3324503.7650000006
126,April 2013,5351,243.91531612335507,100.97159811870863,209.37643560271238,21.769249038413637,72.09794645833334,34.5388805206427,86.08027040324012,5.792911392036125,961.3697373038076,35928.954105,3523704.98,514210712.0,3403954.0250000004
127,May 2013,5351,238.60594963695868,98.63933720284842,206.07256780536372,22.351519870116125,97.71316129032259,32.53338183159494,87.74222045446217,3.5512788263499853,905.0926598283964,36662.454115,3551366.51,518736644.12,3513507.2250000006
128,June 2013,5351,245.43398193693466,100.79734940186601,212.8414711538036,21.275102095414095,91.93852991071428,32.59251078313106,88.14620643951034,3.6720794227373803,841.9502696275721,37292.537445,3573664.7699999996,522389387.01,3606920.465000001
